"Data Source","World Development Indicators",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9110485901043","86.6351163703935","82.5255818363492","79.6502635437322","79.9335886452149","74.4003244390901","70.4975269130055","64.9208633093525","63.1011608623549","65.0789671596891","68.5522531160115","65.852534562212","66.1610766930143","67.7045177045177","63.7826961770624","61.0422996027109","67.8133216476775","65.2413489089707","76.509511993383","77.5555555555556","73.5170302334481","71.294029007346","73.332114787059","","","",
"Afghanistan","AFG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","4.13223321494422","4.45344326574765","4.87805112036481","9.171601094149","8.88889256172819","11.2582791310323","8.57142877551021","6.77290842314672","8.89967664482985","10.0946369851427","9.78400228346932","10.922342255116","14.7632312416105","12.9487180787311","14.0206189325114","12.6760568934735","13.2173912468809","11.6629043316852","10.8417502819894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.6858311851382","75.38894373114","57.0849959046266","54.3213373807344","58.3803455316586","65.5262677696291","63.4678635039226","67.9057833724671","72.475028472181","58.7573030189496","61.5431127231538","60.6699484390186","55.9401314050624","50.7470843910637","44.6950312503076","29.7545994933756","28.124484560559","29.0041000519815","40.8362898865574","40.5568710674423","",
"Albania","ALB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","23.9574919106695","23.8105066597225","20.0729179060642","18.8520751406844","18.0403314265347","16.8203725696072","15.6061801305352","16.0299218388153","16.9793941336596","18.5933534612466","15.4050638293415","7.48481872467814","12.4995914932505","15.9788298133865","11.983694347693","12.6408294970517","11.6204393760685","10.1972617518115","11.4671124664384","16.841765359846","20.1153637600108","21.3334375486568","20.9456511360868","20.8474513850141","22.2175512676614","23.0129901117958","25.2095968180952","28.2478672596633","25.3024021398457","25.2407157401832","27.9794485454508","29.2415007417055","28.9374866944749","28.9163537436855","28.2129788388934","27.267393304466","28.9778642158267","31.5698206428859","31.5915741366206","31.5555522506359","",
"Andorra","AND","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","37.1073927246956","38.6765717608176","41.1068103902414","57.2191763766287","49.8804373485933","50.7007973114043","44.9929184793818","43.5775159018617","39.6876349485659","44.9508279496189","50.5045316308065","47.072043561008","39.4131489165317","34.0300561993175","32.2483183111372","29.5406764447247","24.2488134956641","27.6566552558756","27.9460597305786","29.6934864806207","32.3172166488531","28.9463467527354","30.5524261286131","28.7193719643262","29.6679736983623","31.3945852921336","32.5009288231738","37.3115153232897","33.1177037725166","36.3345224876985","42.812529782731","41.0640798572381","41.9100209620651","45.8702548647909","49.1393803993696","52.9103686034489","54.0540921581276","54.1079573821404","57.3541217778775","47.8999560367354","50.894692517181","55.2343027507124","56.3837503945671","54.5185252983949","51.030634313297","43.946717452422","40.8173738694102","44.5329156622839","47.0628294187974","44.3038911200611","",
"United Arab Emirates","ARE","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.1592253276122","49.5033473840813","55.9231992151745","63.5677298138648","67.5853113898841","68.6277976715135","72.3840975003088","78.86788870154","79.6533178621862","82.2424180920917","90.0765712005007","100.246495561481","100.547788395094","99.5608302752882","100.870480235332","101.003013922614","99.5949384086332","93.0481227978656","92.4562533364069","",
"Argentina","ARG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","7.60404910825644","5.9949469947787","4.69184275899831","7.89045420262462","5.56371560478508","6.22587443766796","6.65291738359955","7.4955962262493","6.48445346277515","6.3987133165299","5.601566676004","6.00723288128889","7.19776583908352","7.61266772119213","6.9025707976099","5.82405179865594","9.17538829665278","9.6158924127723","8.6083899381245","6.51091546668746","5.06197268096631","6.9210494803617","9.09049307859513","9.15152068682072","7.5898953117888","11.7360980207352","8.16197754429543","7.87320581340031","9.53161297293404","13.0584089085641","10.3595365925264","7.67504334832217","6.5981874720374","6.90935153370832","7.52994872591672","9.68041025959015","10.4285967560139","10.5608501019262","10.4155819610919","9.82717451494235","10.9863752325576","11.5790080825317","28.3825969991682","25.9309429264224","23.8476194239892","23.2458767338576","23.0266946038115","22.6627503115066","22.0609003826242","19.5609850560818","18.9338234053709","18.4492091453155","16.2378594620246","14.6171733884386","14.4054785893756","10.7056520504538","12.5270951690009","11.320283359718","14.6198312494407","17.4397039105857","",
"Armenia","ARM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0029815146094","40.7453883799724","39.8207550211161","47.2189758700553","39.3280393523261","23.9279208283617","23.2400035043381","20.2732693887542","19.0030199716737","20.7582469526567","22.1614188089398","24.1458543956306","27.832108365994","30.4829978923981","28.1907438231723","27.3131979500115","22.1459814355134","18.1893569819725","14.2657295739767","14.6709007461363","19.7484153168252","22.5231882640131","27.5618114828439","28.3534851384818","28.5603816555446","29.7253912120334","33.7442798606396","38.2160456550464","39.3928940286073","41.1889680894783","",
"American Samoa","ASM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.778210116732","97.3434535104364","89.84375","99.0059642147117","99.7983870967742","97.1153846153846","113.854351687389","78.1710914454277","63.1944444444444","58.3623693379791","74.8447204968944","71.2948517940718","66.3551401869159","64.5990922844176","65.4907975460123","60.1328903654485","68.8679245283019","","",
