"Data Source","World Development Indicators",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bahrain","BHR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","7624228989.3617","7218871808.51064","6673398138.29787","7098919148.93617","7454123936.17021","7099436702.12766","7183422606.38298","7930427393.61702","8485556648.93617","8516444680.85106","8894404255.31915","9893245744.68085","10555103723.4043","11913546276.5957","11883762234.0426","12350793085.1064","12858411436.1702","13256122074.4681","13891090691.4894","14488407446.8085","15256303191.4894","15636329787.234","16159920212.766","17177420212.766","18376569148.9362","19620478723.4043","20889335106.383","22621888297.8723","24034627659.5745","24645079787.234","25713271276.5957","26223297872.3404","27200930851.0638","28674361702.1277","29921808510.6383","30665478723.4043","31756595744.6809","33119255319.1489","33708590425.5319","34321808510.6383","",
"Bahamas, The","BHS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1942547494.47697","2149760928.32098","2374453336.26629","2624342116.16787","2899939167.10327","3202275123.06532","3492783239.37552","3828024551.81008","4150411728.72773","4523187705.80538","4267643453.32658","4337057047.11872","4185375592.55912","4502106771.06588","3747813489.44208","3193019924.64301","3358583913.91925","3666059894.00368","4185889594.97136","5280051656.78247","5623005897.4858","5104204595.71785","5446130042.84619","5642030165.28425","6441570645.44466","6752645694.08212","6873990752.56306","7079146336.34026","7242653921.5923","7729891137.121","7606502820.4576","7288415243.11491","7009590943.70604","7031166905.6352","7252572418.59347","7570144584.98583","7889871944.77221","8052599546.05702","8432358980.27302","9034816848.13421","9409692544.77027","9656711991.56355","9917894277.33865","9792479896.28583","9878922051.45074","10214337148.4409","10471417094.6489","10622910634.3785","10376086537.0885","9942801338.99633","10095760000","10157685792.5136","10471221745.1457","10190699858.554","10298142085.3126","10321877049.9511","10470928720.8909","10797162391.2307","11123884435.3286","11259359315.7961","",
"Bosnia and Herzegovina","BIH","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2758325394.18226","3332057032.01644","6296177224.64676","8461405738.93595","9781384765.16799","10720397672.8447","11310019599.0831","11807660380.0627","12433466454.9756","12930805077.2339","13719579893.6984","14921313134.8433","15729153560.7731","16650743291.5849","17556851230.7796","17029363372.8317","17176781336.7644","17341594485.6047","17199074936.9112","17603228545.3329","17806343590.1312","18356410773.0628","18934602269.0509","19535100848.8297","20265727508.4724","20808476283.1073","",
"Belarus","BLR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31609653425.5172","31230338984.7805","28232226006.2732","26086576309.6993","23034445864.7262","20638863381.5805","21216752516.0832","23635463449.7575","25620840351.69","26491948709.2598","28028482645.7397","29352914216.1911","30833847251.5793","33005534486.7779","36784583396.0769","40242334795.7495","44266566187.7427","48073493773.2612","52976989868.7029","53082941363.8271","57222490768.7143","60300321142.6581","61317669289.2363","61932974220.8466","63002175707.5323","60589462935.5585","59058702608.9201","60554177331.8333","62461148027.2823","63224483611.5246","",
"Belize","BLZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","99372344.0150094","104233914.563269","109333717.456744","114752771.215343","120490271.969981","126431094.183865","132462925.861997","138970992.553679","149209298.895143","156828484.919741","164368317.581822","170876384.273504","188337052.407755","198416652.024182","225321920.617052","233417341.655201","233337930.873462","248496949.560142","268179913.779445","288339055.593079","327082256.893193","330790620.088433","330434324.093892","323352521.847423","329729243.839316","333067798.312736","348187267.656258","385566229.790308","423304339.781587","478372937.39895","533115012.199522","594231511.361267","665892535.768188","707681899.820721","708610598.290598","713261555.138628","723367337.919533","749263406.295601","777169147.383781","845440600.375234","955513245.778612","1000300237.64853","1047613675.21368","1145398607.463","1200233962.89347","1223661004.79466","1282630544.09006","1289176335.20951","1334135584.74046","1337063964.97811","1377200000","1403670260.57953","1437547600.5837","1456266266.41651","1509206787.57557","1552213783.61476","1553534425.68272","1582588551.17782","1615489764.43611","1619911044.40275","",
"Bermuda","BMU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1481304218.12833","1550629255.5367","1619942383.25924","1637275766.76009","1819177104.44709","1905769934.61886","2179507797.95496","2468838324.39249","2520813868.06394","2607439774.18295","2772028995.80922","2867317492.54011","2919293036.21157","2962605989.271","2988593761.1068","3101207439.06147","3378410338.6424","3577649922.71622","3629625466.38768","3707588781.8948","4002116862.69951","4097405359.43041","3880840594.13282","3958803909.63994","3977861608.9862","3898165775.3566","4158043493.71375","4313970124.728","4488954455.0885","4508878413.4958","4509744672.55711","4350353065.31289","4347754194.43095","4478559301.45345","4505413381.35629","4703613168.14513","4825929496.97086","5047922261.1852","5244791293.71617","5422204052.92329","5927399287.21404","6355501907.7092","6261580912.26219","6475145040.91349","6625450412.05087","6736374176.52387","7109829729.28519","7347663466.78588","7210559312.22666","6804842936.4902","6634526000","6386212655.14811","6047404972.19919","6030489863.71561","5807297357.63173","5852334673.38245","5813872760.96263","6023836115.15353","5997764874.11684","6025347991.57898","",
"Bolivia","BOL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3676733525.1753","3753551369.2903","3962958916.94625","4232346033.82742","4399802890.26707","4615984651.42326","4946977969.67019","5259489427.50739","5708094584.72529","5963480292.20515","6275431693.66632","6593177913.03718","7118488388.31268","7527029934.9148","7748292084.37541","8314771092.19604","8698461815.51641","9130881110.99475","9318310211.891","9330735623.53188","9202738913.25529","9228103504.29005","8864632406.21478","8506313462.42716","8489243333.26347","8346930749.43954","8132091222.1709","8332423431.1048","8574855687.2936","8899853869.20481","9312432040.84846","9802873832.60415","9964277849.5679","10389682135.6425","10874596698.2081","11383339974.3539","11879806482.1077","12468356893.4955","13095434492.3354","13151337537.2078","13481147773.3343","13708143466.1325","14048868261.3187","14429780945.3743","15031978173.6726","15696607282.8068","16449574973.6788","17200396536.6119","18257962435.1967","18870882464.0033","19649631314.0482","20672216265.8423","21731104190.183","23207952473.7937","24475238889.0138","25664047067.4511","26758341718.1097","27880909355.9291","29058493998.6193","29702635313.9423","",
"Brazil","BRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","246661854226.253","272008608204.741","286196738836.702","288700023271.673","298762900195.275","307885589183.513","320663950240.226","336425435318.519","374869719821.502","411366386806.025","447443002845.25","497982078591.115","558002873764.336","636004374891.996","693512655666.751","729638256284.47","801072834269.764","837972796917.598","865053643933.736","923585638585.237","1007733158115.63","963459840853.251","969050273738.545","936007660747.578","985327244285.169","1063619984888.47","1148585088075.65","1189929895357.4","1188708161986.97","1227691357100.6","1189604001251.3","1207590067132.79","1201951669565.71","1258024746134.61","1325134726637.11","1383662367610.28","1414207205945.88","1462217362494.32","1467161088733.51","1474026486641.65","1538706023647.11","1560092443326.51","1607729271032.29","1626070712767.17","1719731810823.1","1774799882787.63","1845117253979.08","1957113483856.3","2056812669849.93","2054224952705.78","2208871646202.82","2296661602091.86","2340783923772.17","2411120883015.01","2423271865109.14","2337348378410.64","2260778787687.59","2290685930650.3","2320859395463.85","2347237948499.32","",
"Barbados","BRB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","2730324074.84173","2678447917.41974","2795233898.26917","2897042068.54516","3038329052.16921","3278144611.44198","3421500000","3356500000","3192000000","3208000000","3323500000","3360000000","3531500000","3623000000","3750000000","3885000000","3756500000","3610000000","3404500000","3431500000","3500500000","3571000000","3713000000","3889000000","4034000000","4047500000","4227500000","4127500000","4160000000","4250500000","4310500000","4481000000","4745500000","4850000000","4884000000","4636000000","4530000000","4499500000","4479000000","4416000000","4410500000","4518500000","4630500000","4652500000","4625500000","4621053250","",
"Brunei Darussalam","BRN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","7076283755.04218","7101437330.39971","8532760029.33627","9464255592.2259","10105537880.4547","12385592665.9333","11519009534.2868","9235168243.49102","9600571983.86506","9648715584.89183","9706595966.2633","9561894976.16429","9302244591.12579","9489138760.54273","9593269453.61203","9490220608.72754","9593609020.9021","9895418335.16685","10366299816.6483","10397872753.9421","10724927172.7173","11205265273.194","11527788412.1746","11358194866.1533","11294758342.5009","11639492115.8783","11971150348.3682","12299643564.3564","12775897689.769","13146904070.407","13213206307.2974","13264408434.1768","13847739933.9934","13869146021.2688","13600124165.7499","13360145141.1808","13707370737.0737","14220755408.8742","14350568390.1724","14045471213.788","13693161276.1276","13639431536.487","13301457645.7646","13478181151.4485","13485221855.5189","14006979904.6571","",
